page,image_file,binomial,photographer,source_url,license,license_url
docs/herbs/Neuracanthus_sphaerostachyus.md,Neuracanthus_sphaerostachyus_acanthaceae_-_Flickr_-_dinesh_valke.jpg,Neuracanthus sphaerostachyus,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/6213691502,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Nothopegia_beddomei_-_Beddome's_nothopegia,_ಅಂಬಟ,_Ira.md",Nothopegia_beddomei_-_Flickr_-_dinesh_valke.jpg,Nothopegia beddomei,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/54565075329,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
docs/herbs/Nothosaerva_brachiata.md,Nothosaerva_brachiata_amaranthaceae_-_Flickr_-_dinesh_valke.jpg,Nothosaerva brachiata,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/3032498566,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Olea_dioica_-_Rose_sandalwood,_ಬಿಳಿ_ಸರೊಳಿ,_Italai,_Itala,_Karamba.md",Olea_dioica_-_Flickr_-_dinesh_valke.jpg,Olea dioica,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/55257710800,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
"docs/herbs/Osbeckia_muralis_Naud_-_Wall_osbeckia,_ಅಕ್ಕ_ಜೋಗಿ_ಗಿಡ,_Cen-tumpai,_Burada_alli,_Centumpa,_Gulbeki.md",Osbeckia_muralis_Naud_melastomataceae_-_Flickr_-_dinesh_valke.jpg,Osbeckia muralis Naud,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/5025406058,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Oxystelma_esculentum_-_Needle-leaved_swallow-wort,_ದುಗ್ಧಿಕ,_Dudhi,_Uci-p-palai,_Pala,_Kinikinippala,_Dudhani.md",Oxystelma_esculentum_apocynaceae_-_Flickr_-_dinesh_valke.jpg,Oxystelma esculentum,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/48732205646,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Pajanelia_longifolia_-_Pajanelia,_ಅಲಂಗಿ,_Palai-y-utaicci,_Alanta,_Daundi.md",Pajanelia_longifolia_bignoniaceae_-_Flickr_-_dinesh_valke.jpg,Pajanelia longifolia,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53573252016,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
docs/herbs/Papaver_rhoeas.md,Papaver_rhoeas_annual_-_Flickr_-_dinesh_valke.jpg,Papaver rhoeas,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/2559106458,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Pedalium_murex_-_Crow_thorn,_ಆನೆನೆಗ್ಗಿಲು,_Bada_gokhuru,_Anai-nerunci,_Enugu_palleru,_Kakkamulla,_Gokharu.md",Pedalium_murex_pedaliaceae_-_Flickr_-_dinesh_valke.jpg,Pedalium murex,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/48917849892,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Pergularia_daemia_-_Hair_knot_plant,_ಬೇಲಿ_ಹತ್ತಿ,_Dholi_dudhi,_Veliparutthi,_Chebira,_Velipparuthi,_Menda_dudhi.md",Pergularia_daemia_apocynaceae_-_Flickr_-_dinesh_valke.jpg,Pergularia daemia,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/39164738720,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
docs/herbs/Phyllanthus_simplex.md,Phyllanthus_simplex_-_Flickr_-_dinesh_valke.jpg,Phyllanthus simplex,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/2796875620,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Phyllanthus_virgatus_-_Virgate_leaf_flower,_Chikka_nelli.md",Phyllanthus_virgatus_-_Flickr_-_dinesh_valke.jpg,Phyllanthus virgatus,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/7985727756,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
docs/herbs/Piper_attenuatum.md,Piper_attenuatum_-_Flickr_-_dinesh_valke.jpg,Piper attenuatum,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/54591433627,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
